"Name","Created","batch_size","dense_layers","dropout","latent_dim","learning_rate","best_val_smape","val_smape","State","Notes","User","Tags","Runtime","Sweep","fe_input_size","max_epochs","num_combinations","patience","price_zone","train_samples","val_samples","best_epoch","epoch","epochs_trained","train_smape","combination"
"DK1_latentdim24_dense3_lr0.0005_batchsize64_dropout0.2_comb072","2026-05-09T10:49:15.000Z","64","3","0.2","24","0.0005","97.25515747070312","97.56057739257812","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","39","","33","60","96","10","DK1","20649","2295","58","60","60","88.79286855219318","72"
"DK1_latentdim16_dense3_lr0.001_batchsize32_dropout0.2_comb042","2026-05-09T10:30:27.000Z","32","3","0.2","16","0.001","97.29785919189452","98.49628448486328","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","74","","33","60","96","10","DK1","20649","2295","51","60","60","95.01653282708796","42"
"DK1_latentdim8_dense3_lr0.0005_batchsize32_dropout0.0_comb021","2026-05-09T10:16:28.000Z","32","3","0","8","0.0005","98.5637664794922","99.51119995117188","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","59","","33","60","96","10","DK1","20649","2295","43","53","53","91.44047882977654","21"
"DK1_latentdim8_dense2_lr0.0005_batchsize32_dropout0.2_comb014","2026-05-09T10:10:58.000Z","32","2","0.2","8","0.0005","100.53118133544922","101.15253448486328","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","66","","33","60","96","10","DK1","20649","2295","59","60","60","93.00555946657164","14"
"DK1_latentdim8_dense2_lr0.001_batchsize32_dropout0.2_comb010","2026-05-09T10:08:18.000Z","32","2","0.2","8","0.001","102.12889099121094","104.4324722290039","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","45","","33","60","96","10","DK1","20649","2295","36","46","46","94.10028983195868","10"
"DK1_latentdim8_dense3_lr0.0005_batchsize64_dropout0.0_comb023","2026-05-09T10:18:43.000Z","64","3","0","8","0.0005","103.17222595214844","103.5568389892578","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","35","","33","60","96","10","DK1","20649","2295","58","60","60","97.42156380101254","23"
"DK1_latentdim16_dense3_lr0.001_batchsize64_dropout0.2_comb044","2026-05-09T10:32:19.000Z","64","3","0.2","16","0.001","104.3624267578125","106.70556640625","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","22","","33","60","96","10","DK1","20649","2295","23","33","33","102.26955690177232","44"
"DK1_latentdim16_dense3_lr0.0005_batchsize64_dropout0.2_comb048","2026-05-09T10:34:41.000Z","64","3","0.2","16","0.0005","104.60264587402344","106.44255828857422","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","37","","33","60","96","10","DK1","20649","2295","48","58","58","99.03641287977852","48"
"DK1_latentdim16_dense3_lr0.0005_batchsize32_dropout0.2_comb046","2026-05-09T10:33:32.000Z","32","3","0.2","16","0.0005","104.91246795654295","105.07579040527344","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","35","","33","60","96","10","DK1","20649","2295","18","28","28","100.30018882633362","46"
"DK1_latentdim8_dense3_lr0.0005_batchsize32_dropout0.2_comb022","2026-05-09T10:17:28.000Z","32","3","0.2","8","0.0005","106.44449615478516","106.82601165771484","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","74","","33","60","96","10","DK1","20649","2295","59","60","60","107.34714560021555","22"
"DK1_latentdim8_dense3_lr0.001_batchsize64_dropout0.2_comb020","2026-05-09T10:16:00.000Z","64","3","0.2","8","0.001","106.70844268798828","107.44895935058594","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","27","","33","60","96","10","DK1","20649","2295","29","39","39","107.96806692117508","20"
"DK1_latentdim8_dense3_lr0.001_batchsize32_dropout0.2_comb018","2026-05-09T10:14:29.000Z","32","3","0.2","8","0.001","109.0552978515625","109.3228759765625","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","52","","33","60","96","10","DK1","20649","2295","26","36","36","107.9960475248449","18"
"DK1_latentdim8_dense3_lr0.0005_batchsize64_dropout0.2_comb024","2026-05-09T10:19:19.000Z","64","3","0.2","8","0.0005","111.43903350830078","112.59269714355467","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","39","","33","60","96","10","DK1","20649","2295","59","60","60","107.5270203392572","24"
